"YY","QTR","flag_code","LAT5","LON5","cwp_grid","HHOOKS","ALB_C","ALB_N","YFT_C","YFT_N","BET_C","BET_N","MLS_C","MLS_N","BLM_C","BLM_N","BUM_C","BUM_N","SWO_C","SWO_N","OTH_C","OTH_N"
"1952","1","  ","00N","160E","61000016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","05N","125E","61050012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","05N","130E","61050013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","05N","140E","61050014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","05N","145E","61050014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","05N","150E","61050015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","05N","155E","61050015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","05N","160E","61050016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","05N","165E","61050016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","05N","170E","61050017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","05N","175E","61050017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","05N","175W","64050017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","05N","180W","64050017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","05S","140E","62000014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","05S","145E","62000014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","05S","155E","62000015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","10N","130E","61100013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","10N","160E","61100016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","10N","165E","61100016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","10N","170E","61100017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","10N","175W","64100017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","15N","135E","61150013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","15N","145E","61150014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","15N","150E","61150015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","20N","130E","61200013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","20N","135E","61200013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","20N","140E","61200014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","20N","145E","61200014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","25N","120E","61250012000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","25N","125E","61250012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","25N","165E","61250016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","25N","170E","61250017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","25N","175E","61250017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","30N","125E","61300012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","30N","180W","64300017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","35N","150E","61350015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","35N","155E","61350015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","35N","165E","61350016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","  ","40N","140E","61400014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","1","JP","00N","130E","61000013000","5909.08","11.124","532","426.428","14972","74.336","1813","1.309","17","4.4","130","55.937","957","4.925","104","431.182","15408"
"1952","1","JP","00N","135E","61000013500","16417.14","82.419","3942","1592.842","55925","465.047","11342","2.387","31","7.072","209","177.337","3034","11.553","244","1606.445","57307"
"1952","1","JP","00N","140E","61000014000","9865.92","19.181","861","927.826","32474","161.753","3945","2.387","31","3.418","101","131.045","2242","5.255","111","937.607","33448"
"1952","1","JP","00N","145E","61000014500","4054.17","3.119","140","279.514","9783","100.866","2460","0","0","5.448","161","67.978","1163","1.232","26","286.585","10427"
"1952","1","JP","05N","135E","61050013500","4123.08","1.61","77","73.426","2578","172.085","4197","0.77","10","0.779","23","50.443","863","2.841","60","75.303","2749"
"1952","1","JP","05S","135E","62000013500","5887.54","40.166","2589","445.595","16748","79.175","1931","0.77","10","8.967","265","64.646","1106","6.108","129","454.846","17609"
"1952","1","JP","10N","175E","61100017500","6582.21","14.451","633","94.489","2928","732.708","17870","8.394","109","1.049","31","74.64","1277","4.167","88","97.399","3193"
"1952","1","JP","10N","180W","64100017500","6442.87","31.066","1231","53.759","1661","808.398","19716","7.162","93","1.556","46","78.849","1349","2.226","47","55.132","1786"
"1952","1","JP","25N","130E","61250013000","10535.97","845.048","50162","14.279","534","77.427","3687","22.255","289","0","0","1.345","23","22.728","480","14.518","570"
"1952","1","JP","25N","135E","61250013500","30879.45","2203.016","130771","33.32","1246","117.075","5575","140.543","1825","0","0","4.735","81","70.505","1489","33.5","1279"
"1952","1","JP","25N","140E","61250014000","20918.64","1514.148","77970","27.769","1215","115.79","2824","147.474","1915","0.169","5","4.559","78","82.105","1734","28.299","1334"
"1952","1","JP","25N","145E","61250014500","17943.92","1502.069","77348","5.326","233","82.784","2019","109.046","1416","0","0","4.851","83","78.127","1650","6.524","487"
"1952","1","JP","25N","150E","61250015000","25023.92","1014.365","52234","5.44","238","190.168","4638","95.569","1241","0","0","5.027","86","517.062","10920","6.998","580"
"1952","1","JP","25N","155E","61250015500","9915.72","882.68","45453","0.709","31","86.925","2120","48.901","635","0","0","1.755","30","104.549","2208","1.923","175"
"1952","1","JP","25N","160E","61250016000","5922.45","1023.008","45203","0.481","15","51.499","1256","40.43","525","0","0","2.104","36","41.762","882","1.23","128"
"1952","1","JP","30N","130E","61300013000","8683.79","371.366","25071","18.496","597","52.359","1277","27.031","351","0","0","1.227","21","10.56","223","18.617","600"
"1952","1","JP","30N","135E","61300013500","19652.13","911.359","61526","28.626","924","388.7","9480","106.273","1380","0","0","1.578","27","65.721","1388","30.198","1003"
"1952","1","JP","30N","140E","61300014000","59933.24","3613.589","257439","56.396","2041","951.126","23197","115.592","1501","0","0","4.793","82","640.551","13528","60.78","2421"
"1952","1","JP","30N","145E","61300014500","38480.14","708.01","50440","4.228","153","875.846","21361","47.207","613","0","0","3.215","55","827.867","17484","8.242","314"
"1952","1","JP","30N","150E","61300015000","15272.62","963.493","68641","4.946","179","162.737","3969","57.604","748","0","0","2.689","46","220.462","4656","6.274","292"
"1952","1","JP","30N","155E","61300015500","15894.14","1289.312","91853","5.415","196","213.376","5204","107.891","1401","0","0","4.793","82","98.11","2072","6.03","279"
"1952","1","JP","30N","160E","61300016000","4692.19","520.647","27529","1.156","31","73.024","1781","17.558","228","0","0","1.812","31","75.287","1590","1.366","78"
"1952","1","JP","30N","165E","61300016500","5260.63","688.498","36404","0.969","26","70.401","1717","20.715","269","0","0","0.584","10","40.39","853","1.322","98"
"1952","1","JP","30N","170E","61300017000","3567.34","567.248","29993","0","0","79.79","1946","30.727","399","0","0","1.52","26","27.558","582","0.34","36"
"1952","1","JP","30N","175E","61300017500","16907.26","905.708","47889","6.228","167","515.192","12565","116.362","1511","0","0","3.331","57","68.564","1448","17.634","779"
"1952","1","JP","35N","140E","61350014000","32797.98","815.194","58076","3.896","141","479.725","11700","14.093","183","0","0","0.585","10","697.703","14735","21.747","665"
"1952","1","JP","35N","145E","61350014500","12992","98.172","6994","0.276","10","189.676","4626","1.848","24","0","0","0","0","452.856","9564","25.177","636"
"1952","2","  ","00N","115E","61000011500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","00N","120E","61000012000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","00N","125E","61000012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","00N","130E","61000013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","00N","135E","61000013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","00N","140E","61000014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","00N","145E","61000014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","00N","150E","61000015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","00N","155E","61000015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","00N","160E","61000016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","00N","165E","61000016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","00N","165W","64000016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","00N","170E","61000017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","00N","170W","64000016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","00N","175E","61000017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","00N","175W","64000017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","00N","180W","64000017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05N","120E","61050012000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05N","125E","61050012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05N","130E","61050013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05N","135E","61050013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05N","140E","61050014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05N","145E","61050014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05N","150E","61050015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05N","155E","61050015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05N","160E","61050016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05N","160W","64050015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05N","165E","61050016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05N","165W","64050016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05N","170E","61050017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05N","170W","64050016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05N","175E","61050017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05N","175W","64050017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05N","180W","64050017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05S","150E","62000015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","05S","165E","62000016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","10N","115E","61100011500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","10N","120E","61100012000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","10N","125E","61100012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","10N","130E","61100013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","10N","135E","61100013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","10N","140E","61100014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","10N","145E","61100014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","10N","165E","61100016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","10N","165W","64100016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","10N","170E","61100017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","10N","175E","61100017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","10N","180W","64100017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","10S","155E","62050015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","10S","160E","62050016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","10S","165E","62050016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","15N","120E","61150012000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","15N","125E","61150012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","15N","140E","61150014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","15N","145E","61150014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","15N","150E","61150015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","15N","180W","64150017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","20N","120E","61200012000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","20N","125E","61200012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","20N","135E","61200013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","20N","150E","61200015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","20N","180W","64200017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","25N","120E","61250012000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","25N","125E","61250012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","25N","130E","61250013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","25N","180W","64250017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","30N","125E","61300012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","30N","130E","61300013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","30N","135E","61300013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","30N","155E","61300015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","30N","160E","61300016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","30N","165E","61300016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","  ","35N","150E","61350015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1952","2","JP","05S","155E","62000015500","3202.28","0.357","24","321.218","12735","37.64","918","0","0","3.316","98","46.351","793","0.995","21","322.1","12845"
"1952","2","JP","05S","160E","62000016000","3398.84","5.406","370","517.308","19800","47.89","1168","0","0","2.707","80","69.029","1181","0.142","3","519.015","20019"
"1952","2","JP","10N","170W","64100016500","7617.36","1.186","47","12.266","379","1085.901","26484","13.63","177","0.879","26","207.263","3546","5.919","125","17.336","1007"
"1952","2","JP","10N","175W","64100017000","10182.94","17.134","679","28.385","877","1044.611","25477","11.551","150","1.049","31","484.492","8289","5.161","109","34.227","1548"
"1952","2","JP","20N","130E","61200013000","3153.33","5.828","346","66.023","2469","9.676","236","128.761","1672","0","0","73.706","1261","5.872","124","123.611","5154"
"1952","2","JP","20N","140E","61200014000","3577.12","11.651","600","23.655","1035","4.264","104","145.164","1885","0.169","5","82.239","1407","6.819","144","37.658","2181"
"1952","2","JP","20N","145E","61200014500","3845.82","6.253","322","17.644","772","5.904","144","162.337","2108","0","0","60.029","1027","6.203","131","36.118","2470"
"1952","2","JP","25N","135E","61250013500","5994.16","0.488","29","6.258","234","16.606","405","286.246","3717","0","0","6.313","108","21.497","454","88.695","2328"
"1952","2","JP","25N","140E","61250014000","9571.49","45.927","2365","57.069","2497","64.988","1585","675.223","8768","0","0","41.207","705","51.09","1079","94.325","3793"
"1952","2","JP","25N","145E","61250014500","11207.78","8.312","428","21.575","944","81.635","1991","271.614","3527","0.338","10","12.274","210","162.079","3423","29.081","1197"
"1952","2","JP","25N","150E","61250015000","9435.14","16.701","860","5.394","236","77.904","1900","161.259","2094","1.658","49","19.698","337","210.044","4436","6.042","295"
"1952","2","JP","25N","155E","61250015500","6706.34","113.449","5842","6.102","267","43.545","1062","153.635","1995","0","0","9.644","165","126.235","2666","6.102","267"
"1952","2","JP","30N","140E","61300014000","10499.02","188.358","13419","14.756","534","111.157","2711","42.664","554","0.406","12","0.585","10","70.93","1498","45.366","1321"
"1952","2","JP","30N","145E","61300014500","3290.72","17.419","1241","0.414","15","25.831","630","4.235","55","0","0","0","0","58.762","1241","0.616","20"
"1952","2","JP","30N","150E","61300015000","5909.53","81.567","5811","2.956","107","32.883","802","26.261","341","0","0","0.585","10","80.542","1701","2.956","107"
"1952","2","JP","35N","140E","61350014000","22831.09","62.618","4461","30.258","1095","110.746","2701","15.633","203","0","0","1.461","25","100.193","2116","127.927","3520"
"1952","2","JP","35N","145E","61350014500","7742.96","1.923","137","4.144","150","16.77","409","4.774","62","0","0","0","0","15.72","332","24.319","650"
