"YY","QTR","flag_code","LAT5","LON5","cwp_grid","HHOOKS","ALB_C","ALB_N","YFT_C","YFT_N","BET_C","BET_N","MLS_C","MLS_N","BLM_C","BLM_N","BUM_C","BUM_N","SWO_C","SWO_N","OTH_C","OTH_N"
"1971","2","JP","50S","170E","62450017000","14136.76","10.093","695","0","0","0","0","0","0","0","0","0","0","0.473","10","756.311","12606"
"1971","2","JP","50S","175E","62450017500","15687.61","9.164","631","0","0","0","0","0","0","0","0","0","0","0.189","4","719.94","11999"
"1971","2","JP","55S","145E","62500014500","8000.78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","554.024","9237"
"1971","2","KR","05S","175W","63000017000","5180.19","109.792","9516","29.051","1038","7.126","158","0","0","0","0","0","0","0","0","29.051","1038"
"1971","2","KR","10S","140W","63050013500","3544.68","54.136","4758","14.325","512","3.514","78","0","0","0","0","0","0","0","0","14.325","512"
"1971","2","KR","10S","150W","63050014500","14415.29","249.308","19031","65.968","2356","16.182","360","0","0","0","0","0","0","0","0","65.968","2356"
"1971","2","KR","10S","165W","63050016000","6496.93","141.36","11895","37.404","1336","9.175","204","0","0","0","0","0","0","0","0","37.404","1336"
"1971","2","KR","10S","170E","62050017000","3113.07","75.481","7137","19.972","713","4.9","109","0","0","0","0","0","0","0","0","19.972","713"
"1971","2","KR","10S","170W","63050016500","3229.93","53.482","4758","14.151","505","3.471","77","0","0","0","0","0","0","0","0","14.151","505"
"1971","2","KR","15S","145W","63100014000","5843.44","194.827","14274","51.553","1841","12.646","281","0","0","0","0","0","0","0","0","51.553","1841"
"1971","2","KR","15S","165E","62100016500","4314.06","45.587","4472","12.063","431","2.959","66","0","0","0","0","0","0","0","0","12.063","431"
"1971","2","KR","30S","135W","63250013000","8288.02","117.846","9516","31.182","1114","7.65","170","0","0","0","0","0","0","0","0","31.182","1114"
"1971","2","KR","30S","140W","63250013500","30186.99","411.068","28547","108.77","3884","26.682","593","0","0","0","0","0","0","0","0","108.77","3884"
"1971","2","KR","30S","145W","63250014000","19182.23","240.548","18366","63.65","2273","15.614","347","0","0","0","0","0","0","0","0","63.65","2273"
"1971","2","KR","30S","150W","63250014500","10006.98","131.462","9516","34.785","1242","8.533","190","0","0","0","0","0","0","0","0","34.785","1242"
"1971","2","KR","35S","135W","63300013000","13538.21","222.169","19032","58.786","2099","14.421","320","0","0","0","0","0","0","0","0","58.786","2099"
"1971","2","KR","35S","140W","63300013500","23494.31","360.055","33305","95.272","3403","23.37","520","0","0","0","0","0","0","0","0","95.272","3403"
"1971","2","KR","35S","145W","63300014000","3231.07","33.214","4758","8.789","314","2.156","48","0","0","0","0","0","0","0","0","8.789","314"
"1971","2","KR","35S","150W","63300014500","6804.05","116.17","9516","30.74","1097","7.54","167","0","0","0","0","0","0","0","0","30.74","1097"
"1971","2","KR","35S","155W","63300015000","3276.5","48.562","4663","12.85","459","3.152","70","0","0","0","0","0","0","0","0","12.85","459"
"1971","2","KR","40S","135W","63350013000","6784.55","113.332","9516","29.988","1071","7.356","163","0","0","0","0","0","0","0","0","29.988","1071"
"1971","2","KR","40S","140W","63350013500","9918.69","132.451","14274","35.047","1252","8.597","191","0","0","0","0","0","0","0","0","35.047","1252"
"1971","2","TW","10N","110E","61100011000","37927.36","64.823","2594","189.359","5750","49.764","1307","16.737","336","51.552","860","0","0","36.978","741","832.994","41017"
"1971","2","TW","10N","115E","61100011500","23989.94","41.002","1641","119.775","3637","31.476","827","10.587","212","32.608","544","0","0","23.389","468","526.895","25943"
"1971","2","TW","10N","125E","61100012500","15277.46","26.111","1046","76.276","2316","20.045","526","6.742","136","20.766","347","0","0","14.895","299","335.539","16523"
"1971","2","TW","10S","160E","62050016000","5414","181.316","12276","217.572","11024","50.628","1536","1.112","25","6.042","208","19.052","367","0.357","6","241.676","12321"
"1971","2","TW","15N","115E","61150011500","14972.99","25.591","1025","74.755","2270","19.646","516","6.608","134","20.351","341","0","0","14.598","293","328.849","16195"
"1971","2","TW","15N","120E","61150012000","85678.63","146.436","5859","427.769","12990","112.415","2953","37.809","758","116.458","1943","0","0","83.532","1672","1881.766","92657"
"1971","2","TW","15N","125E","61150012500","99920.51","170.776","6832","498.874","15148","131.103","3444","44.094","883","135.815","2265","0","0","97.418","1949","2194.557","108056"
"1971","2","TW","15N","130E","61150013000","4721.92","8.07","324","23.575","716","6.196","163","2.084","43","6.418","108","0","0","4.603","93","103.705","5107"
"1971","2","TW","15S","150E","62100015000","3807","235.036","15667","81.935","3649","21.925","838","0.281","7","2.395","51","7.718","130","0.823","15","82.184","3663"
"1971","2","TW","15S","155E","62100015500","6120","300.808","20471","135.482","6199","46.962","1326","0.071","2","4.082","120","17.047","336","2.361","41","135.742","6213"
"1971","2","TW","15S","170E","62100017000","5916","187.653","11692","96.763","4875","23.593","765","0.117","2","3.029","58","10.436","206","0.833","12","96.819","4877"
"1971","2","TW","20N","120E","61200012000","8240.43","14.084","564","41.142","1249","10.812","284","3.636","73","11.201","187","0","0","8.035","162","180.985","8913"
"1971","2","TW","20N","125E","61200012500","8240.43","14.084","564","41.142","1249","10.812","284","3.636","73","11.201","187","0","0","8.035","162","180.985","8913"
"1971","2","TW","20N","130E","61200013000","3609.98","6.17","247","18.023","547","4.737","124","1.593","32","4.907","82","0","0","3.52","71","79.285","3904"
"1971","3","  ","00N","120E","61000012000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","00N","125E","61000012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","00N","130E","61000013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","00N","135E","61000013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","00N","140E","61000014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","00N","145E","61000014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","00N","150E","61000015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","00N","175E","61000017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","00N","180W","64000017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05N","110E","61050011000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05N","115E","61050011500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05N","120E","61050012000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05N","125E","61050012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05N","130E","61050013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05N","135E","61050013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05N","140E","61050014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05N","145E","61050014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05N","160E","61050016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05N","160W","64050015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05N","165E","61050016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05N","165W","64050016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05N","170E","61050017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05N","170W","64050016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05N","175W","64050017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05N","180W","64050017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05S","140E","62000014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05S","145E","62000014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05S","150E","62000015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05S","155E","62000015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05S","155W","63000015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05S","160E","62000016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05S","160W","63000015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05S","165E","62000016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05S","165W","63000016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05S","170E","62000017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05S","175E","62000017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05S","175W","63000017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","05S","180W","63000017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10N","110E","61100011000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10N","115E","61100011500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10N","125E","61100012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10N","130E","61100013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10N","135E","61100013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10N","140E","61100014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10N","145E","61100014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10N","150E","61100015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10N","155W","64100015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10N","160E","61100016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10N","160W","64100015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10N","165E","61100016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10N","165W","64100016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10N","170E","61100017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10N","175W","64100017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10N","180W","64100017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10S","135W","63050013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10S","140E","62050014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10S","140W","63050013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10S","145E","62050014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10S","145W","63050014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10S","150E","62050015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10S","150W","63050014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10S","155E","62050015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10S","155W","63050015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10S","160E","62050016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10S","160W","63050015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10S","165E","62050016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10S","170E","62050017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10S","170W","63050016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10S","175E","62050017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10S","175W","63050017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","10S","180W","63050017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15N","145E","61150014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15N","150E","61150015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15N","155E","61150015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15N","155W","64150015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15N","160E","61150016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15N","160W","64150015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15N","165E","61150016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15N","165W","64150016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15N","170E","61150017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15N","170W","64150016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15N","175E","61150017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15N","180W","64150017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15S","135W","63100013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15S","140E","62100014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15S","140W","63100013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15S","145E","62100014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15S","145W","63100014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15S","150W","63100014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15S","155E","62100015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15S","155W","63100015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15S","160E","62100016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15S","160W","63100015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15S","165E","62100016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15S","165W","63100016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15S","170E","62100017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15S","175W","63100017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","15S","180W","63100017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20N","120E","61200012000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20N","125E","61200012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20N","130E","61200013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20N","140E","61200014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20N","145E","61200014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20N","150E","61200015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20N","155E","61200015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20N","155W","64200015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20N","160E","61200016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20N","160W","64200015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20N","165W","64200016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20N","170E","61200017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20N","170W","64200016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20N","175W","64200017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20N","180W","64200017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20S","135W","63150013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20S","140W","63150013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20S","145E","62150014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20S","145W","63150014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20S","150E","62150015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20S","150W","63150014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20S","155E","62150015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20S","155W","63150015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20S","160E","62150016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20S","165E","62150016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20S","170E","62150017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20S","175E","62150017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20S","175W","63150017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","20S","180W","63150017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25N","120E","61250012000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25N","125E","61250012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25N","130E","61250013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25N","135E","61250013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25N","145E","61250014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25N","150E","61250015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25N","155E","61250015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25N","155W","64250015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25N","160W","64250015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25N","170E","61250017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25N","170W","64250016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25N","175E","61250017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25N","175W","64250017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25S","135W","63200013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25S","145W","63200014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25S","150E","62200015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25S","150W","63200014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25S","155E","62200015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25S","155W","63200015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25S","160E","62200016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25S","160W","63200015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25S","165E","62200016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25S","165W","63200016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25S","170E","62200017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25S","170W","63200016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25S","175E","62200017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25S","175W","63200017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","25S","180W","63200017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30N","125E","61300012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30N","130E","61300013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30N","135E","61300013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30N","145E","61300014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30N","150E","61300015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30N","155E","61300015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30N","155W","64300015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30N","160E","61300016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30N","160W","64300015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30N","165E","61300016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30N","170E","61300017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30N","170W","64300016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30N","175E","61300017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30N","175W","64300017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30S","135W","63250013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30S","140W","63250013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30S","150W","63250014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30S","155W","63250015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30S","160E","62250016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30S","160W","63250015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30S","165E","62250016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30S","165W","63250016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30S","170E","62250017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30S","170W","63250016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30S","175E","62250017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30S","175W","63250017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","30S","180W","63250017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","35N","145E","61350014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","35N","155W","64350015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","35N","165E","61350016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","35N","170E","61350017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","35N","175E","61350017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","35S","135W","63300013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","35S","140W","63300013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","35S","145W","63300014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","35S","150W","63300014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","35S","155E","62300015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","35S","155W","63300015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","35S","160E","62300016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","35S","160W","63300015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","35S","165W","63300016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","35S","170W","63300016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","35S","175E","62300017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","35S","175W","63300017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","35S","180W","63300017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","40N","140E","61400014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","40N","145E","61400014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","40N","150E","61400015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","40N","155E","61400015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","3","  ","40S","160E","62350016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
