yy,mm,lat5,lon5,cwp_grid,days,skj_c,yft_c,oth_c
1962,11,"40N","155E","61400015500",0,0.000,0.000,0.000
1962,11,"40N","160E","61400016000",0,0.000,0.000,0.000
1962,12,"20N","140E","61200014000",0,0.000,0.000,0.000
1962,12,"20N","145E","61200014500",0,0.000,0.000,0.000
1962,12,"20N","150E","61200015000",0,0.000,0.000,0.000
1962,12,"20N","155E","61200015500",0,0.000,0.000,0.000
1962,12,"25N","140E","61250014000",0,0.000,0.000,0.000
1962,12,"25N","145E","61250014500",0,0.000,0.000,0.000
1962,12,"30N","130E","61300013000",0,0.000,0.000,0.000
1962,12,"30N","135E","61300013500",0,0.000,0.000,0.000
1962,12,"35N","140E","61350014000",0,0.000,0.000,0.000
1962,12,"35N","145E","61350014500",0,0.000,0.000,0.000
1962,12,"35N","150E","61350015000",0,0.000,0.000,0.000
1962,12,"35N","155E","61350015500",0,0.000,0.000,0.000
1963,1,"20N","135E","61200013500",0,0.000,0.000,0.000
1963,1,"20N","140E","61200014000",0,0.000,0.000,0.000
1963,1,"20N","145E","61200014500",0,0.000,0.000,0.000
1963,1,"20N","150E","61200015000",0,0.000,0.000,0.000
1963,1,"25N","140E","61250014000",0,0.000,0.000,0.000
1963,1,"25N","145E","61250014500",0,0.000,0.000,0.000
1963,1,"30N","135E","61300013500",0,0.000,0.000,0.000
1963,2,"20N","135E","61200013500",0,0.000,0.000,0.000
1963,2,"20N","140E","61200014000",0,0.000,0.000,0.000
1963,2,"20N","145E","61200014500",0,0.000,0.000,0.000
1963,2,"20N","150E","61200015000",0,0.000,0.000,0.000
1963,2,"25N","135E","61250013500",0,0.000,0.000,0.000
1963,2,"30N","135E","61300013500",0,0.000,0.000,0.000
1963,3,"20N","135E","61200013500",0,0.000,0.000,0.000
1963,3,"20N","140E","61200014000",0,0.000,0.000,0.000
1963,3,"20N","145E","61200014500",0,0.000,0.000,0.000
1963,3,"20N","150E","61200015000",0,0.000,0.000,0.000
1963,3,"25N","130E","61250013000",0,0.000,0.000,0.000
1963,3,"25N","140E","61250014000",0,0.000,0.000,0.000
1963,3,"30N","140E","61300014000",0,0.000,0.000,0.000
1963,3,"35N","145E","61350014500",0,0.000,0.000,0.000
1963,4,"20N","130E","61200013000",0,0.000,0.000,0.000
1963,4,"20N","135E","61200013500",0,0.000,0.000,0.000
1963,4,"20N","140E","61200014000",54,512.514,23.583,0.000
1963,4,"20N","145E","61200014500",0,0.000,0.000,0.000
1963,4,"20N","150E","61200015000",0,0.000,0.000,0.000
1963,4,"20N","155E","61200015500",0,0.000,0.000,0.000
1963,4,"20N","160E","61200016000",0,0.000,0.000,0.000
1963,4,"25N","130E","61250013000",0,0.000,0.000,0.000
1963,4,"25N","135E","61250013500",0,0.000,0.000,0.000
1963,4,"25N","140E","61250014000",0,0.000,0.000,0.000
1963,4,"25N","145E","61250014500",0,0.000,0.000,0.000
1963,4,"25N","150E","61250015000",0,0.000,0.000,0.000
1963,4,"30N","130E","61300013000",0,0.000,0.000,0.000
1963,4,"30N","135E","61300013500",0,0.000,0.000,0.000
1963,4,"30N","140E","61300014000",0,0.000,0.000,0.000
1963,4,"30N","145E","61300014500",0,0.000,0.000,0.000
1963,5,"20N","125E","61200012500",0,0.000,0.000,0.000
1963,5,"20N","130E","61200013000",0,0.000,0.000,0.000
1963,5,"20N","135E","61200013500",193,1750.921,11.355,0.000
1963,5,"20N","140E","61200014000",170,1259.902,77.739,0.000
1963,5,"20N","145E","61200014500",156,712.460,71.624,0.000
1963,5,"20N","150E","61200015000",218,1404.813,126.653,0.000
1963,5,"20N","155E","61200015500",202,1584.580,96.954,0.000
1963,5,"20N","160E","61200016000",0,0.000,0.000,0.000
1963,5,"25N","125E","61250012500",0,0.000,0.000,0.000
1963,5,"25N","130E","61250013000",0,0.000,0.000,0.000
1963,5,"25N","135E","61250013500",0,0.000,0.000,0.000
1963,5,"25N","140E","61250014000",0,0.000,0.000,0.000
1963,5,"25N","145E","61250014500",0,0.000,0.000,0.000
1963,5,"25N","150E","61250015000",0,0.000,0.000,0.000
1963,5,"25N","155E","61250015500",0,0.000,0.000,0.000
1963,5,"30N","130E","61300013000",0,0.000,0.000,0.000
1963,5,"30N","135E","61300013500",0,0.000,0.000,0.000
1963,5,"30N","140E","61300014000",0,0.000,0.000,0.000
1963,5,"30N","145E","61300014500",0,0.000,0.000,0.000
1963,5,"30N","150E","61300015000",0,0.000,0.000,0.000
1963,5,"30N","155E","61300015500",0,0.000,0.000,0.000
1963,5,"30N","160E","61300016000",0,0.000,0.000,0.000
1963,5,"35N","140E","61350014000",0,0.000,0.000,0.000
1963,5,"35N","145E","61350014500",0,0.000,0.000,0.000
1963,5,"35N","150E","61350015000",0,0.000,0.000,0.000
1963,5,"35N","155E","61350015500",0,0.000,0.000,0.000
1963,5,"35N","160E","61350016000",0,0.000,0.000,0.000
1963,6,"20N","125E","61200012500",0,0.000,0.000,0.000
1963,6,"20N","130E","61200013000",0,0.000,0.000,0.000
1963,6,"20N","135E","61200013500",0,0.000,0.000,0.000
1963,6,"20N","140E","61200014000",70,533.458,23.583,0.000
1963,6,"20N","145E","61200014500",53,303.599,1.747,0.000
1963,6,"20N","150E","61200015000",172,1597.449,119.664,0.000
1963,6,"20N","155E","61200015500",238,1679.891,34.938,0.000
1963,6,"20N","160E","61200016000",0,0.000,0.000,0.000
1963,6,"25N","125E","61250012500",0,0.000,0.000,0.000
1963,6,"25N","130E","61250013000",0,0.000,0.000,0.000
1963,6,"25N","135E","61250013500",0,0.000,0.000,0.000
1963,6,"25N","140E","61250014000",0,0.000,0.000,0.000
1963,6,"25N","145E","61250014500",0,0.000,0.000,0.000
1963,6,"25N","150E","61250015000",0,0.000,0.000,0.000
1963,6,"25N","155E","61250015500",0,0.000,0.000,0.000
1963,6,"25N","160E","61250016000",0,0.000,0.000,0.000
1963,6,"30N","135E","61300013500",0,0.000,0.000,0.000
1963,6,"30N","140E","61300014000",77,341.376,87.347,0.000
1963,6,"30N","145E","61300014500",81,411.087,13.975,0.000
1963,6,"30N","150E","61300015000",112,597.740,13.102,0.000
1963,6,"30N","155E","61300015500",125,691.516,23.584,0.000
1963,6,"30N","160E","61300016000",0,0.000,0.000,0.000
1963,6,"35N","140E","61350014000",0,0.000,0.000,0.000
1963,6,"35N","145E","61350014500",169,1313.816,53.282,0.000
1963,6,"35N","150E","61350015000",99,814.236,11.355,0.000
1963,6,"35N","155E","61350015500",64,458.530,21.837,0.000
1963,6,"35N","160E","61350016000",0,0.000,0.000,0.000
1963,6,"40N","145E","61400014500",0,0.000,0.000,0.000
1963,6,"40N","150E","61400015000",0,0.000,0.000,0.000
1963,6,"40N","155E","61400015500",0,0.000,0.000,0.000
1963,7,"20N","140E","61200014000",0,0.000,0.000,0.000
1963,7,"20N","145E","61200014500",60,508.830,15.722,0.000
1963,7,"20N","150E","61200015000",0,0.000,0.000,0.000
1963,7,"20N","155E","61200015500",101,1426.657,17.469,0.000
1963,7,"20N","160E","61200016000",0,0.000,0.000,0.000
1963,7,"25N","130E","61250013000",0,0.000,0.000,0.000
1963,7,"25N","140E","61250014000",0,0.000,0.000,0.000
1963,7,"25N","150E","61250015000",0,0.000,0.000,0.000
1963,7,"25N","155E","61250015500",0,0.000,0.000,0.000
1963,7,"30N","140E","61300014000",0,0.000,0.000,0.000
1963,7,"30N","145E","61300014500",0,0.000,0.000,0.000
1963,7,"30N","150E","61300015000",89,409.555,27.950,0.000
1963,7,"30N","155E","61300015500",121,2209.242,0.873,0.000
1963,7,"30N","160E","61300016000",0,0.000,0.000,0.000
1963,7,"35N","140E","61350014000",0,0.000,0.000,0.000
1963,7,"35N","145E","61350014500",174,1661.244,27.077,0.000
1963,7,"35N","150E","61350015000",357,3743.315,76.865,0.000
1963,7,"35N","155E","61350015500",376,3424.896,3.494,0.000
1963,7,"35N","160E","61350016000",69,774.794,0.000,0.000
1963,7,"40N","140E","61400014000",0,0.000,0.000,0.000
1963,7,"40N","145E","61400014500",0,0.000,0.000,0.000
1963,7,"40N","150E","61400015000",0,0.000,0.000,0.000
1963,7,"40N","155E","61400015500",0,0.000,0.000,0.000
1963,7,"40N","160E","61400016000",0,0.000,0.000,0.000
1963,8,"20N","140E","61200014000",0,0.000,0.000,0.000
1963,8,"20N","145E","61200014500",0,0.000,0.000,0.000
1963,8,"20N","150E","61200015000",0,0.000,0.000,0.000
1963,8,"25N","150E","61250015000",0,0.000,0.000,0.000
1963,8,"30N","150E","61300015000",0,0.000,0.000,0.000
1963,8,"30N","155E","61300015500",0,0.000,0.000,0.000
1963,8,"35N","140E","61350014000",0,0.000,0.000,0.000
1963,8,"35N","145E","61350014500",127,1839.063,2.620,0.000
1963,8,"35N","150E","61350015000",89,642.754,0.000,0.000
1963,8,"35N","155E","61350015500",96,886.661,0.000,0.000
1963,8,"35N","160E","61350016000",0,0.000,0.000,0.000
1963,8,"40N","145E","61400014500",67,867.528,0.000,0.000
1963,8,"40N","150E","61400015000",271,3017.013,6.114,0.000
1963,8,"40N","155E","61400015500",172,1592.511,3.494,0.000
1963,8,"40N","160E","61400016000",0,0.000,0.000,0.000
1963,9,"20N","140E","61200014000",0,0.000,0.000,0.000
1963,9,"20N","145E","61200014500",0,0.000,0.000,0.000
1963,9,"20N","150E","61200015000",0,0.000,0.000,0.000
1963,9,"20N","155E","61200015500",0,0.000,0.000,0.000
1963,9,"20N","160E","61200016000",0,0.000,0.000,0.000
1963,9,"25N","155E","61250015500",0,0.000,0.000,0.000
1963,9,"25N","160E","61250016000",0,0.000,0.000,0.000
1963,9,"30N","155E","61300015500",0,0.000,0.000,0.000
1963,9,"35N","140E","61350014000",185,2091.599,0.000,0.000
1963,9,"35N","145E","61350014500",507,5513.786,0.000,0.000
1963,9,"35N","150E","61350015000",180,2251.053,0.000,0.000
1963,9,"35N","155E","61350015500",0,0.000,0.000,0.000
1963,9,"35N","160E","61350016000",0,0.000,0.000,0.000
1963,9,"40N","140E","61400014000",0,0.000,0.000,0.000
1963,9,"40N","145E","61400014500",324,3944.926,0.000,0.000
1963,9,"40N","150E","61400015000",658,8892.139,0.000,0.000
1963,9,"40N","155E","61400015500",376,2718.838,18.343,0.000
1963,9,"40N","160E","61400016000",0,0.000,0.000,0.000
1963,9,"45N","155E","61450015500",0,0.000,0.000,0.000
1963,10,"20N","135E","61200013500",0,0.000,0.000,0.000
1963,10,"20N","140E","61200014000",0,0.000,0.000,0.000
1963,10,"20N","145E","61200014500",0,0.000,0.000,0.000
1963,10,"20N","150E","61200015000",99,545.422,152.857,0.000
1963,10,"20N","155E","61200015500",211,1781.251,65.511,0.000
1963,10,"20N","160E","61200016000",64,615.341,4.367,0.000
1963,10,"25N","135E","61250013500",0,0.000,0.000,0.000
1963,10,"25N","145E","61250014500",0,0.000,0.000,0.000
1963,10,"25N","150E","61250015000",0,0.000,0.000,0.000
1963,10,"25N","155E","61250015500",0,0.000,0.000,0.000
1963,10,"30N","135E","61300013500",0,0.000,0.000,0.000
1963,10,"30N","140E","61300014000",0,0.000,0.000,0.000
1963,10,"30N","145E","61300014500",0,0.000,0.000,0.000
1963,10,"30N","150E","61300015000",0,0.000,0.000,0.000
1963,10,"30N","155E","61300015500",0,0.000,0.000,0.000
1963,10,"35N","140E","61350014000",90,483.089,0.000,0.000
1963,10,"35N","145E","61350014500",467,3570.854,0.000,0.000
1963,10,"35N","150E","61350015000",383,2794.738,0.000,0.000
1963,10,"35N","155E","61350015500",127,896.747,0.000,0.000
1963,10,"35N","160E","61350016000",0,0.000,0.000,0.000
1963,10,"40N","140E","61400014000",0,0.000,0.000,0.000
1963,10,"40N","145E","61400014500",210,1502.836,0.000,0.000
1963,10,"40N","150E","61400015000",556,4992.916,0.000,0.000
1963,10,"40N","155E","61400015500",235,1640.514,0.000,0.000
1963,10,"40N","160E","61400016000",64,424.998,0.000,0.000
1963,11,"20N","135E","61200013500",0,0.000,0.000,0.000
1963,11,"20N","140E","61200014000",0,0.000,0.000,0.000
1963,11,"20N","145E","61200014500",0,0.000,0.000,0.000
1963,11,"20N","150E","61200015000",0,0.000,0.000,0.000
1963,11,"20N","155E","61200015500",78,302.765,124.906,0.000
1963,11,"20N","160E","61200016000",0,0.000,0.000,0.000
1963,11,"25N","140E","61250014000",0,0.000,0.000,0.000
1963,11,"25N","145E","61250014500",0,0.000,0.000,0.000
1963,11,"25N","150E","61250015000",0,0.000,0.000,0.000
1963,11,"30N","135E","61300013500",0,0.000,0.000,0.000
1963,11,"30N","140E","61300014000",0,0.000,0.000,0.000
1963,11,"30N","150E","61300015000",0,0.000,0.000,0.000
1963,11,"35N","140E","61350014000",0,0.000,0.000,0.000
1963,11,"35N","145E","61350014500",104,368.787,0.000,0.000
1963,11,"35N","150E","61350015000",101,664.595,0.000,0.000
1963,11,"35N","155E","61350015500",223,1616.649,0.000,0.000
1963,11,"35N","160E","61350016000",0,0.000,0.000,0.000
1963,11,"40N","145E","61400014500",0,0.000,0.000,0.000
1963,11,"40N","150E","61400015000",0,0.000,0.000,0.000
1963,11,"40N","155E","61400015500",0,0.000,0.000,0.000
1963,11,"40N","160E","61400016000",0,0.000,0.000,0.000
1963,12,"20N","140E","61200014000",0,0.000,0.000,0.000
1963,12,"20N","145E","61200014500",0,0.000,0.000,0.000
1963,12,"20N","150E","61200015000",0,0.000,0.000,0.000
1963,12,"20N","155E","61200015500",0,0.000,0.000,0.000
1963,12,"25N","140E","61250014000",0,0.000,0.000,0.000
1963,12,"25N","145E","61250014500",0,0.000,0.000,0.000
1963,12,"30N","130E","61300013000",0,0.000,0.000,0.000
1963,12,"30N","135E","61300013500",0,0.000,0.000,0.000
1963,12,"35N","140E","61350014000",0,0.000,0.000,0.000
1963,12,"35N","145E","61350014500",0,0.000,0.000,0.000
1963,12,"35N","150E","61350015000",0,0.000,0.000,0.000
1963,12,"35N","155E","61350015500",0,0.000,0.000,0.000
1964,1,"20N","135E","61200013500",0,0.000,0.000,0.000
1964,1,"20N","140E","61200014000",0,0.000,0.000,0.000
1964,1,"20N","145E","61200014500",0,0.000,0.000,0.000
1964,1,"20N","150E","61200015000",0,0.000,0.000,0.000
1964,1,"25N","140E","61250014000",0,0.000,0.000,0.000
1964,1,"25N","145E","61250014500",0,0.000,0.000,0.000
1964,1,"30N","135E","61300013500",0,0.000,0.000,0.000
1964,2,"20N","135E","61200013500",0,0.000,0.000,0.000
1964,2,"20N","140E","61200014000",0,0.000,0.000,0.000
1964,2,"20N","145E","61200014500",51,71.934,20.806,0.000
1964,2,"20N","150E","61200015000",0,0.000,0.000,0.000
1964,2,"25N","135E","61250013500",0,0.000,0.000,0.000
1964,2,"30N","135E","61300013500",0,0.000,0.000,0.000
1964,3,"20N","135E","61200013500",0,0.000,0.000,0.000
1964,3,"20N","140E","61200014000",0,0.000,0.000,0.000
1964,3,"20N","145E","61200014500",0,0.000,0.000,0.000
1964,3,"20N","150E","61200015000",0,0.000,0.000,0.000
1964,3,"25N","130E","61250013000",0,0.000,0.000,0.000
1964,3,"25N","140E","61250014000",0,0.000,0.000,0.000
1964,3,"30N","140E","61300014000",0,0.000,0.000,0.000
1964,3,"35N","145E","61350014500",0,0.000,0.000,0.000
1964,4,"20N","130E","61200013000",0,0.000,0.000,0.000
1964,4,"20N","135E","61200013500",0,0.000,0.000,0.000
1964,4,"20N","140E","61200014000",70,736.028,56.176,0.000
1964,4,"20N","145E","61200014500",56,646.809,47.853,0.000
1964,4,"20N","150E","61200015000",62,263.461,166.445,0.000
1964,4,"20N","155E","61200015500",0,0.000,0.000,0.000
1964,4,"20N","160E","61200016000",0,0.000,0.000,0.000
1964,4,"25N","130E","61250013000",0,0.000,0.000,0.000
1964,4,"25N","135E","61250013500",0,0.000,0.000,0.000
1964,4,"25N","140E","61250014000",0,0.000,0.000,0.000
1964,4,"25N","145E","61250014500",0,0.000,0.000,0.000
1964,4,"25N","150E","61250015000",0,0.000,0.000,0.000
1964,4,"30N","130E","61300013000",0,0.000,0.000,0.000
1964,4,"30N","135E","61300013500",0,0.000,0.000,0.000
1964,4,"30N","140E","61300014000",0,0.000,0.000,0.000
1964,4,"30N","145E","61300014500",0,0.000,0.000,0.000
1964,5,"20N","125E","61200012500",0,0.000,0.000,0.000
1964,5,"20N","130E","61200013000",0,0.000,0.000,0.000
1964,5,"20N","135E","61200013500",264,2514.506,27.048,0.000
1964,5,"20N","140E","61200014000",242,1809.350,185.170,0.000
1964,5,"20N","145E","61200014500",237,1023.168,170.605,0.000
1964,5,"20N","150E","61200015000",317,2017.460,301.682,0.000
1964,5,"20N","155E","61200015500",283,2275.624,230.943,0.000
1964,5,"20N","160E","61200016000",0,0.000,0.000,0.000
1964,5,"25N","125E","61250012500",0,0.000,0.000,0.000
1964,5,"25N","130E","61250013000",0,0.000,0.000,0.000
1964,5,"25N","135E","61250013500",52,106.104,116.511,0.000
1964,5,"25N","140E","61250014000",0,0.000,0.000,0.000
1964,5,"25N","145E","61250014500",0,0.000,0.000,0.000
1964,5,"25N","150E","61250015000",0,0.000,0.000,0.000
1964,5,"25N","155E","61250015500",0,0.000,0.000,0.000
1964,5,"30N","130E","61300013000",0,0.000,0.000,0.000
1964,5,"30N","135E","61300013500",0,0.000,0.000,0.000
1964,5,"30N","140E","61300014000",51,161.653,31.209,0.000
1964,5,"30N","145E","61300014500",0,0.000,0.000,0.000
1964,5,"30N","150E","61300015000",70,78.829,29.128,0.000
1964,5,"30N","155E","61300015500",0,0.000,0.000,0.000
1964,5,"30N","160E","61300016000",0,0.000,0.000,0.000
1964,5,"35N","140E","61350014000",0,0.000,0.000,0.000
1964,5,"35N","145E","61350014500",0,0.000,0.000,0.000
1964,5,"35N","150E","61350015000",0,0.000,0.000,0.000
1964,5,"35N","155E","61350015500",0,0.000,0.000,0.000
1964,5,"35N","160E","61350016000",0,0.000,0.000,0.000
1964,6,"20N","125E","61200012500",0,0.000,0.000,0.000
1964,6,"20N","130E","61200013000",0,0.000,0.000,0.000
1964,6,"20N","135E","61200013500",0,0.000,0.000,0.000
1964,6,"20N","140E","61200014000",92,766.101,56.175,0.000
1964,6,"20N","145E","61200014500",64,436.000,4.161,0.000
1964,6,"20N","150E","61200015000",250,2294.108,285.037,0.000
1964,6,"20N","155E","61200015500",329,2412.497,83.222,0.000
1964,6,"20N","160E","61200016000",0,0.000,0.000,0.000
1964,6,"25N","125E","61250012500",0,0.000,0.000,0.000
1964,6,"25N","130E","61250013000",0,0.000,0.000,0.000
1964,6,"25N","135E","61250013500",0,0.000,0.000,0.000
1964,6,"25N","140E","61250014000",0,0.000,0.000,0.000
1964,6,"25N","145E","61250014500",0,0.000,0.000,0.000
1964,6,"25N","150E","61250015000",0,0.000,0.000,0.000
1964,6,"25N","155E","61250015500",0,0.000,0.000,0.000
1964,6,"25N","160E","61250016000",0,0.000,0.000,0.000
1964,6,"30N","135E","61300013500",0,0.000,0.000,0.000
1964,6,"30N","140E","61300014000",104,490.253,208.055,0.000
1964,6,"30N","145E","61300014500",105,590.363,33.289,0.000
1964,6,"30N","150E","61300015000",131,858.417,31.208,0.000
1964,6,"30N","155E","61300015500",157,993.093,56.176,0.000
1964,6,"30N","160E","61300016000",0,0.000,0.000,0.000
1964,6,"35N","140E","61350014000",53,159.254,54.094,0.000
1964,6,"35N","145E","61350014500",243,1886.778,126.914,0.000
1964,6,"35N","150E","61350015000",129,1169.331,27.047,0.000
1964,6,"35N","155E","61350015500",94,658.499,52.014,0.000
1964,6,"35N","160E","61350016000",0,0.000,0.000,0.000
1964,6,"40N","145E","61400014500",0,0.000,0.000,0.000
1964,6,"40N","150E","61400015000",0,0.000,0.000,0.000
1964,6,"40N","155E","61400015500",0,0.000,0.000,0.000
1964,7,"20N","140E","61200014000",65,525.021,104.028,0.000
1964,7,"20N","145E","61200014500",81,730.732,37.451,0.000
1964,7,"20N","150E","61200015000",61,787.882,52.014,0.000
1964,7,"20N","155E","61200015500",132,2048.830,41.611,0.000
1964,7,"20N","160E","61200016000",0,0.000,0.000,0.000
1964,7,"25N","130E","61250013000",0,0.000,0.000,0.000
1964,7,"25N","140E","61250014000",0,0.000,0.000,0.000
1964,7,"25N","150E","61250015000",0,0.000,0.000,0.000
1964,7,"25N","155E","61250015500",0,0.000,0.000,0.000
1964,7,"30N","140E","61300014000",0,0.000,0.000,0.000
1964,7,"30N","145E","61300014500",0,0.000,0.000,0.000
1964,7,"30N","150E","61300015000",99,588.165,66.578,0.000
1964,7,"30N","155E","61300015500",162,3172.705,2.081,0.000
1964,7,"30N","160E","61300016000",0,0.000,0.000,0.000
1964,7,"35N","140E","61350014000",0,0.000,0.000,0.000
1964,7,"35N","145E","61350014500",243,2385.722,64.498,0.000
1964,7,"35N","150E","61350015000",509,5375.792,183.089,0.000
1964,7,"35N","155E","61350015500",519,4918.510,8.322,0.000
1964,7,"35N","160E","61350016000",97,1112.685,0.000,0.000
1964,7,"40N","140E","61400014000",0,0.000,0.000,0.000
1964,7,"40N","145E","61400014500",0,0.000,0.000,0.000
1964,7,"40N","150E","61400015000",0,0.000,0.000,0.000
1964,7,"40N","155E","61400015500",0,0.000,0.000,0.000
1964,7,"40N","160E","61400016000",0,0.000,0.000,0.000
1964,8,"20N","140E","61200014000",0,0.000,0.000,0.000
1964,8,"20N","145E","61200014500",0,0.000,0.000,0.000
1964,8,"20N","150E","61200015000",0,0.000,0.000,0.000
1964,8,"25N","150E","61250015000",0,0.000,0.000,0.000
1964,8,"30N","150E","61300015000",0,0.000,0.000,0.000
1964,8,"30N","155E","61300015500",0,0.000,0.000,0.000
1964,8,"35N","140E","61350014000",0,0.000,0.000,0.000
1964,8,"35N","145E","61350014500",172,2641.091,6.242,0.000
1964,8,"35N","150E","61350015000",114,923.058,0.000,0.000
1964,8,"35N","155E","61350015500",127,1273.339,0.000,0.000
1964,8,"35N","160E","61350016000",0,0.000,0.000,0.000
1964,8,"40N","145E","61400014500",92,1245.862,0.000,0.000
1964,8,"40N","150E","61400015000",382,4332.744,14.564,0.000
1964,8,"40N","155E","61400015500",241,2287.011,8.322,0.000
1964,8,"40N","160E","61400016000",0,0.000,0.000,0.000
1964,9,"20N","140E","61200014000",0,0.000,0.000,0.000
1964,9,"20N","145E","61200014500",0,0.000,0.000,0.000
1964,9,"20N","150E","61200015000",0,0.000,0.000,0.000
1964,9,"20N","155E","61200015500",0,0.000,0.000,0.000
1964,9,"20N","160E","61200016000",0,0.000,0.000,0.000
1964,9,"25N","155E","61250015500",0,0.000,0.000,0.000
1964,9,"25N","160E","61250016000",0,0.000,0.000,0.000
1964,9,"30N","155E","61300015500",0,0.000,0.000,0.000
1964,9,"35N","140E","61350014000",256,3003.759,0.000,0.000
1964,9,"35N","145E","61350014500",711,7918.371,0.000,0.000
1964,9,"35N","150E","61350015000",252,3232.749,0.000,0.000
1964,9,"35N","155E","61350015500",0,0.000,0.000,0.000
1964,9,"35N","160E","61350016000",0,0.000,0.000,0.000
1964,9,"40N","140E","61400014000",0,0.000,0.000,0.000
1964,9,"40N","145E","61400014500",461,5665.330,0.000,0.000
1964,9,"40N","150E","61400015000",936,12770.045,0.000,0.000
1964,9,"40N","155E","61400015500",529,3904.536,43.691,0.000
1964,9,"40N","160E","61400016000",62,454.086,0.000,0.000
1964,9,"45N","155E","61450015500",0,0.000,0.000,0.000
1964,10,"20N","135E","61200013500",0,0.000,0.000,0.000
1964,10,"20N","140E","61200014000",0,0.000,0.000,0.000
1964,10,"20N","145E","61200014500",0,0.000,0.000,0.000
1964,10,"20N","150E","61200015000",152,783.285,364.098,0.000
1964,10,"20N","155E","61200015500",305,2558.067,156.042,0.000
1964,10,"20N","160E","61200016000",90,883.694,10.403,0.000
1964,10,"25N","135E","61250013500",0,0.000,0.000,0.000
1964,10,"25N","145E","61250014500",0,0.000,0.000,0.000
1964,10,"25N","150E","61250015000",0,0.000,0.000,0.000
1964,10,"25N","155E","61250015500",0,0.000,0.000,0.000
1964,10,"30N","135E","61300013500",0,0.000,0.000,0.000
1964,10,"30N","140E","61300014000",0,0.000,0.000,0.000
1964,10,"30N","145E","61300014500",0,0.000,0.000,0.000
1964,10,"30N","150E","61300015000",0,0.000,0.000,0.000
1964,10,"30N","155E","61300015500",0,0.000,0.000,0.000
1964,10,"35N","140E","61350014000",125,693.766,0.000,0.000
1964,10,"35N","145E","61350014500",657,5128.119,0.000,0.000
1964,10,"35N","150E","61350015000",545,4013.535,0.000,0.000
1964,10,"35N","155E","61350015500",180,1287.824,0.000,0.000
1964,10,"35N","160E","61350016000",54,258.864,62.417,0.000
1964,10,"40N","140E","61400014000",0,0.000,0.000,0.000
1964,10,"40N","145E","61400014500",296,2158.230,0.000,0.000
1964,10,"40N","150E","61400015000",794,7170.356,0.000,0.000
1964,10,"40N","155E","61400015500",332,2355.950,0.000,0.000
1964,10,"40N","160E","61400016000",90,610.343,0.000,0.000
1964,11,"20N","135E","61200013500",0,0.000,0.000,0.000
1964,11,"20N","140E","61200014000",0,0.000,0.000,0.000
1964,11,"20N","145E","61200014500",0,0.000,0.000,0.000
1964,11,"20N","150E","61200015000",0,0.000,0.000,0.000
1964,11,"20N","155E","61200015500",122,434.804,297.519,0.000
1964,11,"20N","160E","61200016000",0,0.000,0.000,0.000
1964,11,"25N","140E","61250014000",0,0.000,0.000,0.000
1964,11,"25N","145E","61250014500",0,0.000,0.000,0.000
1964,11,"25N","150E","61250015000",0,0.000,0.000,0.000
1964,11,"30N","135E","61300013500",0,0.000,0.000,0.000
1964,11,"30N","140E","61300014000",0,0.000,0.000,0.000
1964,11,"30N","150E","61300015000",0,0.000,0.000,0.000
1964,11,"35N","140E","61350014000",0,0.000,0.000,0.000
1964,11,"35N","145E","61350014500",143,529.618,0.000,0.000
1964,11,"35N","150E","61350015000",140,954.429,0.000,0.000
1964,11,"35N","155E","61350015500",313,2321.679,0.000,0.000
1964,11,"35N","160E","61350016000",0,0.000,0.000,0.000
1964,11,"40N","145E","61400014500",0,0.000,0.000,0.000
1964,11,"40N","150E","61400015000",0,0.000,0.000,0.000
1964,11,"40N","155E","61400015500",0,0.000,0.000,0.000
1964,11,"40N","160E","61400016000",0,0.000,0.000,0.000
1964,12,"20N","140E","61200014000",0,0.000,0.000,0.000
1964,12,"20N","145E","61200014500",0,0.000,0.000,0.000
1964,12,"20N","150E","61200015000",0,0.000,0.000,0.000
1964,12,"20N","155E","61200015500",0,0.000,0.000,0.000
1964,12,"25N","140E","61250014000",0,0.000,0.000,0.000
1964,12,"25N","145E","61250014500",0,0.000,0.000,0.000
1964,12,"30N","130E","61300013000",0,0.000,0.000,0.000
1964,12,"30N","135E","61300013500",0,0.000,0.000,0.000
1964,12,"35N","140E","61350014000",0,0.000,0.000,0.000
1964,12,"35N","145E","61350014500",0,0.000,0.000,0.000
1964,12,"35N","150E","61350015000",0,0.000,0.000,0.000
1964,12,"35N","155E","61350015500",0,0.000,0.000,0.000
1965,1,"20N","135E","61200013500",0,0.000,0.000,0.000
1965,1,"20N","140E","61200014000",0,0.000,0.000,0.000
1965,1,"20N","145E","61200014500",0,0.000,0.000,0.000
1965,1,"20N","150E","61200015000",0,0.000,0.000,0.000
1965,1,"25N","140E","61250014000",0,0.000,0.000,0.000
1965,1,"25N","145E","61250014500",0,0.000,0.000,0.000
1965,1,"30N","135E","61300013500",0,0.000,0.000,0.000
1965,2,"20N","135E","61200013500",0,0.000,0.000,0.000
1965,2,"20N","140E","61200014000",0,0.000,0.000,0.000
1965,2,"20N","145E","61200014500",0,0.000,0.000,0.000
1965,2,"20N","150E","61200015000",0,0.000,0.000,0.000
1965,2,"25N","135E","61250013500",0,0.000,0.000,0.000
1965,2,"30N","135E","61300013500",0,0.000,0.000,0.000
1965,3,"20N","135E","61200013500",0,0.000,0.000,0.000
