"YY","flag_code","LAT5","LON5","cwp_grid","HHOOKS","ALB_C","ALB_N","YFT_C","YFT_N","BET_C","BET_N","MLS_C","MLS_N","BLM_C","BLM_N","BUM_C","BUM_N","SWO_C","SWO_N","OTH_C","OTH_N"
"1963","  ","15S","150W","63100014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","15S","155E","62100015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","15S","155W","63100015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","15S","160E","62100016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","15S","160W","63100015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","15S","165E","62100016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","15S","165W","63100016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","15S","170E","62100017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","15S","170W","63100016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","15S","175E","62100017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","15S","175W","63100017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","15S","180W","63100017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20N","120E","61200012000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20N","130E","61200013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20N","135E","61200013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20N","155E","61200015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20N","155W","64200015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20N","160E","61200016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20N","160W","64200015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20N","165E","61200016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20N","165W","64200016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20N","170E","61200017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20N","170W","64200016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20N","175E","61200017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20N","175W","64200017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20N","180W","64200017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20S","145E","62150014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20S","145W","63150014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20S","150E","62150015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20S","150W","63150014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20S","155E","62150015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20S","155W","63150015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20S","160E","62150016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20S","160W","63150015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20S","165E","62150016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20S","165W","63150016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20S","170E","62150017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20S","170W","63150016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20S","175E","62150017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20S","175W","63150017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","20S","180W","63150017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25N","120E","61250012000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25N","125E","61250012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25N","155W","64250015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25N","160E","61250016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25N","160W","64250015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25N","165E","61250016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25N","165W","64250016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25N","170E","61250017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25N","170W","64250016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25N","175E","61250017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25N","175W","64250017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25N","180W","64250017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25S","135W","63200013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25S","140W","63200013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25S","145W","63200014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25S","150E","62200015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25S","150W","63200014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25S","155E","62200015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25S","155W","63200015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25S","160E","62200016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25S","160W","63200015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25S","165E","62200016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25S","165W","63200016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25S","170E","62200017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25S","170W","63200016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25S","175E","62200017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25S","175W","63200017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","25S","180W","63200017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30N","125E","61300012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30N","170W","64300016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30N","175E","61300017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30N","175W","64300017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30N","180W","64300017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30S","135W","63250013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30S","140W","63250013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30S","145W","63250014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30S","150E","62250015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30S","150W","63250014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30S","155W","63250015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30S","160E","62250016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30S","160W","63250015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30S","165E","62250016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30S","165W","63250016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30S","170E","62250017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30S","170W","63250016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30S","175E","62250017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30S","175W","63250017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","30S","180W","63250017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35N","135E","61350013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35N","150E","61350015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35N","165E","61350016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35N","165W","64350016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35N","170W","64350016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35N","175W","64350017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35N","180W","64350017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35S","140W","63300013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35S","145W","63300014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35S","150E","62300015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35S","155E","62300015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35S","155W","63300015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35S","160E","62300016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35S","160W","63300015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35S","165E","62300016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35S","165W","63300016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35S","170E","62300017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35S","170W","63300016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35S","175E","62300017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35S","175W","63300017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","35S","180W","63300017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40N","135E","61400013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40N","140E","61400014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40N","145E","61400014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40N","150E","61400015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40N","155E","61400015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40N","155W","64400015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40N","160E","61400016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40N","160W","64400015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40N","165E","61400016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40N","165W","64400016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40N","170E","61400017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40N","170W","64400016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40N","175E","61400017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40N","175W","64400017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40S","155E","62350015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40S","155W","63350015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40S","160E","62350016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40S","160W","63350015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40S","165E","62350016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40S","170E","62350017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40S","175E","62350017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40S","175W","63350017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","40S","180W","63350017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","45S","145E","62400014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","45S","150E","62400015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","45S","155E","62400015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","45S","160E","62400016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","45S","175E","62400017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","45S","180W","63400017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","  ","50S","145E","62450014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963","JP","00N","135E","61000013500","25901.05","12.231","585","2402.43","75766","389.065","8977","4.62","60","12.284","363","91.299","1562","27.652","584","2410.338","76483"
"1963","JP","00N","140E","61000014000","22390.54","4.656","209","1456.369","49954","376.634","9374","1.771","23","7.717","228","101.177","1731","13.163","278","1469.818","51192"
"1963","JP","00N","145E","61000014500","17059.94","0.802","36","1091.504","37082","260.965","6474","1.54","20","8.052","238","75.692","1295","6.061","128","1095.809","37474"
"1963","JP","00N","150E","61000015000","32229.03","2.495","112","2411.262","82573","683.508","16941","3.388","44","15.294","452","136.598","2337","6.298","133","2417.227","83182"
"1963","JP","00N","155E","61000015500","16536.42","1.649","74","1395.253","48459","374.307","9273","1.771","23","8.224","243","119.414","2043","3.409","72","1398.497","48761"
"1963","JP","00N","155W","64000015000","18626.37","0.255","12","1232.145","32396","924.602","21425","8.547","111","4.264","126","123.562","2114","22.066","466","1238.364","33498"
"1963","JP","00N","160E","61000016000","27650.46","2.036","96","2118.36","76403","678.85","17174","2.926","38","9.068","268","199.548","3414","3.173","67","2124.438","76892"
"1963","JP","00N","160W","64000015500","15269.64","2.972","139","1046.218","27624","480.808","11123","6.776","88","3.892","115","118.83","2033","17.141","362","1048.823","28018"
"1963","JP","00N","165E","61000016500","32328.84","6.13","289","2626.557","94829","864.725","22354","3.619","47","7.648","226","310.895","5319","3.645","77","2639.679","95945"
"1963","JP","00N","165W","64000016000","20403.49","6.628","310","1506.029","42343","797.852","15456","19.328","251","4.638","137","150.976","2583","13.258","280","1509.722","42803"
"1963","JP","00N","170E","61000017000","26507.69","0.509","24","1712.68","61853","665.61","16756","5.775","75","5.348","158","294.704","5042","5.587","118","1725.786","63075"
"1963","JP","00N","170W","64000016500","13695.37","1.411","66","699.479","20880","450.817","9325","8.778","114","1.795","53","146.592","2508","8.051","170","701.537","21230"
"1963","JP","00N","175E","61000017500","13188.39","0.338","16","542.297","19663","321.956","8006","18.174","236","1.929","57","186.514","3191","5.257","111","545.551","20095"
"1963","JP","00N","175W","64000017000","17934.44","2.117","99","979.362","28876","785.512","16144","18.097","235","8.494","251","280.267","4795","8.003","169","987.683","29831"
"1963","JP","00N","180W","64000017500","22167.76","5.901","276","1091.734","32553","785.3","16231","18.79","244","4.298","127","330.769","5659","4.879","103","1100.053","33518"
"1963","JP","05N","150E","61050015000","16804.63","4.723","212","431.768","15112","444.508","10993","9.549","124","4.908","145","123.33","2110","3.552","75","440.77","15923"
"1963","JP","05N","155E","61050015500","39215.54","21.408","961","852.06","29950","1183.564","29488","23.411","304","5.582","165","295.934","5063","4.973","105","865.39","31493"
"1963","JP","05N","160E","61050016000","19526.15","3.52","166","659.553","22988","650.102","14757","6.083","79","4.976","147","253.088","4330","5.257","111","668.737","23819"
"1963","JP","05N","175W","64050017000","14160.14","9.236","432","245.666","7661","873.951","17658","33.653","437","2.064","61","229.592","3928","2.131","45","249.201","8000"
"1963","JP","05N","180W","64050017500","12352.9","6.563","307","255.349","7915","686.41","14385","12.244","159","1.826","54","167.518","2866","2.794","59","262.542","8911"
"1963","JP","05S","155W","63000015000","12505.65","13.484","850","797.447","18992","657.697","13614","14.554","189","3.587","106","102.99","1762","14.678","310","806.464","20353"
"1963","JP","05S","160W","63000015500","14037.43","31.839","2007","956.855","22842","585.493","12884","8.932","116","3.148","93","108.075","1849","15.817","334","966.713","24096"
"1963","JP","05S","165E","62000016500","14294.8","7.027","481","1161.011","39840","185.457","4867","10.396","135","8.019","237","115.44","1975","3.788","80","1168.951","40632"
"1963","JP","05S","165W","63000016000","13894.25","52.196","3469","797.502","22571","466.683","10869","12.784","166","2.303","68","94.749","1621","15.011","317","808.02","23796"
"1963","JP","05S","175W","63000017000","15524.07","64.778","4305","989.936","27622","375.307","8679","9.01","117","4.162","123","121.752","2083","7.007","148","994.272","28104"
"1963","JP","10N","155E","61100015500","12142.05","26.335","1336","323.837","10739","401.614","10256","16.479","214","0.948","28","130.345","2230","1.515","32","325.935","10999"
"1963","JP","10N","160W","64100015500","15414.02","2.291","96","42.871","1035","1554.982","28335","214.011","2779","1.285","38","116.665","1996","3.551","75","68.238","3464"
"1963","JP","10N","165W","64100016000","38506.25","18.851","747","156.672","3699","3942.835","68221","619.546","8045","1.726","51","432.004","7391","17.568","371","188.64","6886"
"1963","JP","10N","170W","64100016500","36864.48","23.998","951","342.863","8231","3676.06","67592","546.771","7100","2.945","87","349.473","5979","8.003","169","355.887","9527"
"1963","JP","10N","175W","64100017000","27791.73","89.487","3546","521.585","12319","2281.982","43938","202.845","2634","2.605","77","237.541","4064","4.452","94","532.978","13487"
"1963","JP","10S","135W","63050013000","17373.75","40.22","2425","448.839","11921","1297.296","29908","30.034","390","4.804","142","135.722","2322","18.277","386","461.954","13452"
"1963","JP","15N","130E","61150013000","20451.89","313.282","17945","570.738","17346","164.42","6191","23.565","306","2.166","64","36.882","631","25.048","529","613.931","21381"
"1963","JP","20N","125E","61200012500","47315.58","29.296","1739","250.915","7632","63.504","2042","428.945","5570","2.065","61","74.348","1272","95.694","2021","1123.641","49773"
"1963","JP","20N","130E","61200013000","16621.64","56.065","3328","122.57","3574","81.112","2421","150.091","1949","0.88","26","32.849","562","39.017","824","247.511","10876"
"1963","JP","20N","140E","61200014000","14039.19","37.286","1920","158.365","6587","161.346","4500","198.916","2583","1.76","52","9.177","157","11.317","239","174.686","8103"
"1963","JP","20N","145E","61200014500","19805.03","32.469","1672","90.721","3508","202.998","5332","438.419","5693","0.508","15","27.822","476","14.063","297","103.54","4685"
"1963","JP","20N","150E","61200015000","16181.82","56.452","2907","338.862","12702","258.072","6730","607.454","7888","0.507","15","14.613","250","22.538","476","352.138","13911"
"1963","JP","20S","135W","63150013000","13288.35","897.78","55219","53.983","1718","137.135","3308","101.268","1315","4.196","124","190.315","3256","14.205","300","60.385","2367"
"1963","JP","20S","140W","63150013500","12691.43","856.615","52687","66.049","2102","95.431","2302","69.463","902","2.775","82","282.022","4825","10.322","218","79.905","3421"
"1963","JP","25N","130E","61250013000","40725.7","861.541","51141","172.821","4869","121.75","4198","136.692","1775","0.508","15","8.884","152","63.023","1331","263.175","7208"
"1963","JP","25N","135E","61250013500","54788.1","918.263","54508","58.762","1712","198.935","7045","137.309","1783","0.102","3","2.806","48","77.465","1636","274.465","7100"
"1963","JP","25N","140E","61250014000","29412","1250.001","64368","39.613","1548","1338.536","34745","157.563","2046","0.204","6","13.269","227","57.435","1213","85.826","2785"
"1963","JP","25N","145E","61250014500","16984.6","611.234","31475","21.785","858","62.027","1679","129.762","1685","0","0","1.929","33","30.777","650","22.716","979"
"1963","JP","25N","150E","61250015000","17202.92","382.527","19698","29.671","1181","553.522","14513","108.815","1413","0.373","11","11.223","192","51.422","1086","31.11","1280"
"1963","JP","25N","155E","61250015500","18893.23","852.055","43876","16.782","651","92.642","2447","76.009","987","0.372","11","2.396","41","49.386","1043","19.473","1154"
"1963","JP","30N","130E","61300013000","13470.92","205.686","13886","71.72","2168","163.894","4501","22.64","294","0.339","10","0.935","16","30.967","654","74.299","2245"
"1963","JP","30N","135E","61300013500","132218.37","1860.046","125572","303.013","9064","1951.057","56264","201.534","2617","0.306","9","4.149","71","195.225","4123","636.15","17580"
"1963","JP","30N","140E","61300014000","18129.78","236.855","16874","21.873","568","101.879","2891","61.838","803","0","0","2.747","47","191.01","4034","68.148","2455"
"1963","JP","30N","145E","61300014500","17728.39","358.68","25553","20.301","397","148.81","3925","25.798","335","0.271","8","1.344","23","246.742","5211","22.247","487"
"1963","JP","30N","150E","61300015000","32474.99","448.963","31985","77.611","1504","340.738","8616","74.083","962","0.914","27","10.228","175","252.614","5335","81.707","1865"
"1963","JP","30N","155E","61300015500","23299.35","285.309","20326","51.936","990","392.561","9872","73.005","948","0.44","13","7.657","131","117.997","2492","54.415","1325"
"1963","JP","30N","155W","64300015000","20370.28","14.2","871","15.878","314","1237.705","28466","144.24","1873","0.541","16","9.06","155","453.044","9568","18.581","492"
"1963","JP","30N","160E","61300016000","20541.23","420.089","22212","36.326","698","384.751","9157","69.155","898","0.17","5","3.682","63","130.07","2747","44.437","2337"
"1963","JP","30N","160W","64300015500","25051.52","27.813","1706","38.119","750","972.684","22287","206.156","2677","0.068","2","8.417","144","609.3","12868","51.158","1207"
"1963","JP","30N","165E","61300016500","13378.5","167.001","8830","14.069","320","180.119","4669","64.534","838","0.508","15","3.859","66","253.891","5362","15.67","368"
"1963","JP","30N","165W","64300016000","15470.94","33.95","1240","39.355","735","781.458","16715","157.717","2048","0.338","10","11.515","197","242.336","5118","42.144","863"
"1963","JP","30N","170E","61300017000","16902.08","154.252","8156","18.306","461","310","8096","38.812","504","0","0","5.903","101","284.667","6012","43.235","1089"
"1963","JP","30S","155E","62250015500","14836.35","477.186","33978","297.712","9693","152.441","2846","196.606","2553","1.523","45","12.918","221","63.592","1343","305.797","10342"
"1963","JP","35N","140E","61350014000","13594.85","120.125","8558","7.584","157","62.761","1616","28.571","371","0.203","6","1.11","19","113.64","2400","23.394","551"
"1963","JP","35N","145E","61350014500","13061.37","501.418","35722","5.71","128","70.747","1820","7.239","94","0","0","0.409","7","184.949","3906","7.899","201"
"1963","JP","35N","155E","61350015500","23325.35","87.28","6218","60.868","1145","461.893","10376","133.536","1734","0.745","22","9.351","160","43.374","916","67.327","1573"
"1963","JP","35N","155W","64350015000","13905.76","205.277","12592","0","0","58.538","1308","12.245","159","0","0","0","0","492.441","10400","5.993","171"
"1963","JP","35N","160E","61350016000","21419.16","200.55","10604","52.215","1007","510.94","11465","223.714","2905","0.474","14","5.436","93","29.214","617","53.675","1084"
"1963","JP","35N","160W","64350015500","12687.97","288.353","17688","0.401","9","63.206","1425","14.863","193","0","0","0.058","1","435.146","9190","6.824","194"
"1963","JP","35N","170E","61350017000","24243.66","246.356","13026","6.035","117","242.111","5464","211.854","2751","0.237","7","3.625","62","392.911","8298","68.332","1671"
"1963","JP","35N","175E","61350017500","21233.39","505.006","26702","3.828","84","253.861","6238","158.255","2055","0.068","2","2.923","50","319.282","6743","13.457","327"
"1963","JP","40S","150E","62350015000","25049.36","106.176","9355","4.119","144","5.468","154","8.625","112","0","0","0","0","56.11","1185","11015.497","183698"
"1963","TW","00N","130E","61000013000","60401.02","10.808","435","171.212","5345","116.651","4506","36.03","723","81.198","1355","0","0","22.068","444","702.803","30002"
"1963","TW","05N","110E","61050011000","12188.11","3.697","150","58.558","1581","39.898","1257","12.324","249","27.772","465","0","0","7.548","153","240.372","10020"
"1963","TW","05N","125E","61050012500","61357.18","10.981","442","173.921","5430","118.497","4578","36.602","735","82.484","1378","0","0","22.418","452","713.923","30478"
"1963","TW","05N","130E","61050013000","112412.84","20.118","808","318.643","9950","217.098","8387","67.058","1343","151.12","2521","0","0","41.072","824","1307.983","55837"
"1963","TW","10N","110E","61100011000","25442.78","10.125","408","160.379","4102","109.269","3176","33.751","679","76.062","1272","0","0","20.673","417","658.327","27209"
"1963","TW","10N","115E","61100011500","34168.06","16.716","672","264.786","6542","180.405","4981","55.724","1118","125.576","2096","0","0","34.13","686","1086.905","44674"
"1963","TW","10N","125E","61100012500","90972.82","16.969","682","268.77","8278","183.12","6944","56.561","1133","127.467","2128","0","0","34.643","696","1103.262","46982"
"1963","TW","10N","130E","61100013000","16217.44","2.902","117","45.97","1436","31.32","1210","9.675","195","21.802","365","0","0","5.925","121","188.699","8060"
"1963","TW","15N","115E","61150011500","49335.93","18.18","733","287.971","7519","196.202","5881","60.602","1217","136.572","2281","0","0","37.119","747","1182.076","48996"
"1963","TW","15N","120E","61150012000","104381.5","23.713","952","375.609","10908","255.91","8941","79.046","1583","178.134","2972","0","0","48.416","972","1541.814","64996"
"1963","TW","15N","125E","61150012500","68515.24","18.395","738","291.356","8099","198.508","6518","61.315","1228","138.177","2305","0","0","37.556","753","1195.974","50054"
"1963","TW","20N","120E","61200012000","13154.02","2.354","95","37.286","1164","25.404","981","7.847","158","17.683","296","0","0","4.806","98","153.055","6538"
"1963","TW","20N","125E","61200012500","16484.8","2.951","119","46.727","1459","31.836","1230","9.834","197","22.161","370","0","0","6.023","122","191.809","8192"
"1964","  ","00N","105E","61000010500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1964","  ","00N","115E","61000011500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1964","  ","00N","120E","61000012000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1964","  ","00N","125E","61000012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1964","  ","00N","130E","61000013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1964","  ","00N","135E","61000013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
